568368.07,918209.89,229469.3632,22.5474,0.9832,1.8133,-1.5733,-0.3861,92.3608,988.778,745000
570510.32,918378.34,229494.3389,28.4982,2.9190,-0.7446,-3.7952,-0.5463,86.1925,1123.983,750000
572764.80,918625.66,229519.3144,26.1488,1.9806,2.2010,1.0067,0.0519,94.5508,1307.349,755000
575074.40,918408.61,229544.2900,33.3445,12.9735,-1.0231,-16.2321,-2.7000,75.7907,1364.834,760000
575792.24,921063.16,229569.2656,-18.4711,30.9800,-1.2209,-13.0102,-0.3474,331.2160,1261.187,765000
573500.12,922132.14,229594.2412,-29.7408,-4.7732,0.7455,-7.3056,3.0282,265.7419,1115.606,770000
572058.44,920840.64,229619.2168,-5.5790,-23.2967,1.9748,-3.2664,-1.0959,201.3081,1178.016,775000
572836.99,919199.60,229644.1924,19.2260,-13.1251,1.3858,-2.0775,1.4813,134.1245,1191.011,780000
574355.05,917909.67,229669.1679,16.2119,-20.2617,-1.6106,4.6511,-4.6369,163.1449,1276.499,785000
575156.47,915898.54,229694.1435,15.6829,-23.1818,-2.2482,-3.5289,-0.4269,157.5142,1206.924,790000
576168.72,913944.44,229719.1191,8.9176,-23.7314,1.0612,0.4176,-0.0634,171.7206,1176.038,795000
576930.80,911947.83,229744.0947,9.8252,-23.3781,0.0625,0.0695,2.4573,166.0690,1156.99,800000
577221.00,909867.66,229769.0703,-12.2873,-26.1630,-1.0435,0.2725,-1.2811,212.5429,1132.338,805000
578171.70,908683.67,229794.0459,23.7433,12.1566,-0.4615,-8.0605,-0.2763,65.2296,1144.355,810000
578500.56,910439.56,229819.0214,-13.5479,19.1521,-0.1237,-7.5623,-0.6457,326.0298,1134.655,815000
577346.33,912011.09,229843.9970,-16.1519,17.8396,-1.5328,-3.0084,-0.8115,317.7993,1180.306,820000
576597.19,913843.29,229868.9726,-10.9111,24.5841,1.9742,-4.0259,1.0801,330.9770,1131.203,825000
575575.07,915776.28,229893.9482,-13.7411,22.4067,-0.6437,-1.9194,-0.0498,329.2279,1172.765,830000
574782.96,917630.39,229918.9238,-8.0918,22.7465,1.2717,-2.8590,-1.5383,338.9025,1203.267,835000
573463.61,918903.41,229943.8994,-21.8108,6.6048,0.6523,-3.9628,-0.9288,288.9905,1276.56,840000
571535.92,918806.52,229968.8750,-24.7784,-2.1456,-0.8113,-3.6549,-0.9536,270.4199,1316.532,845000
569263.74,918555.46,229993.8507,-29.7509,-8.5110,-0.5948,-9.9809,-0.1191,256.3682,1180.486,850000
568032.73,916619.16,230018.8263,0.1697,-31.8142,0.1027,-8.2857,-1.1091,190.6926,1083,855000
568799.87,914090.28,230043.8019,14.8869,-29.1458,0.7754,-3.5625,-0.2858,161.3737,1089.885,860000
569789.93,911903.97,230068.7775,18.4257,-17.1928,1.5421,-16.8093,5.7795,145.4948,1114.958,865000
571129.19,912797.55,230093.7531,12.4119,21.6880,2.0266,-0.7766,0.0166,38.8365,1194.13,870000
572743.36,914350.08,230118.7287,22.6979,21.8018,-0.4817,-5.4958,-0.7602,51.5347,1301.789,875000
574580.88,916123.79,230143.7043,19.7743,21.7704,-0.1059,-5.2278,-0.9641,42.4480,1157.066,880000
575168.38,918573.27,230168.6799,9.6871,30.2865,1.0221,10.6249,0.1541,23.5895,1168.536,885000
576899.41,918593.66,230193.6555,22.0274,-13.2915,0.1656,-1.4479,-2.1220,134.0014,1150.49,890000
576872.48,917287.31,230218.6311,-21.4998,-10.0577,-0.0458,-8.4736,0.4465,249.3472,1115.062,895000
575327.30,916185.36,230243.6067,-15.4928,-15.6578,-1.2574,0.2148,1.0860,233.2448,1168.815,900000
573997.78,914959.04,230268.5823,-17.7796,-14.5586,2.6464,-2.1899,0.3343,236.1220,1233.899,905000
572575.32,913531.15,230293.5579,-19.1019,-20.3679,-0.2968,-1.4608,-2.3954,229.7342,1227.724,910000
570704.93,911736.94,230318.5335,-28.7298,-17.5209,-0.0598,5.4339,-0.1361,243.2823,1238.213,915000
568712.68,912510.80,230343.5091,-6.9806,26.6890,-2.1572,11.9757,2.5599,353.5780,1189.244,920000
569724.90,914204.62,230368.4847,25.6169,7.4625,-1.1991,5.9064,-1.6167,86.8573,1038.518,925000
571841.42,914396.17,230393.4603,24.1835,3.8578,0.1894,-1.0983,-0.3051,91.0757,1054.372,930000
573951.27,914616.33,230418.4359,26.4641,5.3562,0.5906,-2.7758,0.2482,87.4603,1201.334,935000
575893.62,914054.06,230443.4115,17.9062,-19.9243,-1.6881,2.3578,-1.9364,157.0106,1260.069,940000
577037.48,912021.02,230468.3871,8.3295,-30.3522,1.3887,10.7875,1.6714,167.8919,1197.956,945000
577042.99,909505.84,230493.3626,10.5481,-27.8780,0.1362,-15.8344,3.0535,166.9267,1226.099,950000
578942.60,909570.04,230518.3382,12.1215,24.1847,-1.0375,-16.3186,1.8775,25.1294,1167.709,955000
578355.86,911517.36,230543.3138,-12.4531,20.4427,1.3184,-6.2258,2.4814,327.8488,1150.262,960000
577051.31,912943.01,230568.2894,-14.4331,21.7834,0.8532,2.5760,-1.2625,326.2142,1148.092,965000
575741.13,914601.38,230593.2650,-19.6144,14.1199,1.2109,-5.8323,1.5586,298.7415,1160.585,970000
574016.13,914963.44,230618.2406,-20.6101,-4.2579,0.2140,0.7183,0.6982,260.1467,1232.246,975000
572233.05,914696.84,230643.2162,-24.2678,-3.1935,-0.9127,-1.7311,-0.5944,263.3884,1184.167,980000
570126.07,914548.72,230668.1917,-21.2199,21.0622,0.9816,19.8463,0.5558,310.6194,1197.761,985000
571177.05,915946.06,230693.1673,25.0567,-17.1175,1.4475,20.2074,-0.8505,126.9631,1323.405,990000
