Pole Point #,Pole X,Pole Y,Nearest X,Nearest Y,Distance,Time
915780.9078,574004.8882,915780.9078,573935.51,915770.82,70.10776236685113,228491.5035
915588.7872,574108.3718,915588.7872,574003.83,915516.28,127.22531980341127,229183.8672
915447.0337,574182.5462,915447.0337,574091.28,915387.16,109.15300826876592,229182.024
915188.6073,573930.3205,915188.6073,574083.14,915270.6,173.42607195437986,228484.1008
914900.5741,573657.8778,914900.5741,574126.13,915197.86,554.6521695113515,228482.9619
914852.2638,573857.6406,914852.2638,574189.28,915107.92,418.7419064660639,228481.5033
914796.1004,574103.295,914796.1004,574296.69,914983.06,268.9898103221471,228479.3754
914833.059,574338.395,914833.059,574398.6,914866.59,68.91277084831378,229174.8311
914869.6227,574559.63,914869.6227,574509.86,914799.44,86.03873708564377,228475.8139
914862.9807,574798.3383,914862.9807,574856.44,914896.08,66.86831240116669,229070.498
914781.3034,575035.627,914781.3034,574949.1,914731.74,99.7168609040557,229072.7358
914680.774,575251.8618,914680.774,575282.75,914639.27,51.73647567470379,228464.41
914569.3603,575463.5151,914569.3603,575339.95,914689.71,172.4887945001261,228463.416
914460.5584,575666.9449,914460.5584,575362.78,914715.11,396.62678106068114,228462.9814
914362.936,575846.287,914362.936,575442.24,914015.29,533.0213124491193,229082.3265
914170.8499,576017.6218,914170.8499,575669.98,913780.71,522.5552245258781,229085.7032
914046.3759,576094.5283,914046.3759,575784.95,913681.26,478.69441636989467,229087.2167
914005.2342,576212.1354,914005.2342,575873.64,913606.35,523.1517378646341,229088.3456
914038.1426,576387.024,914038.1426,575951.11,913539.61,662.2354329532557,229089.3246
914447.9324,576135.3889,914447.9324,575430.56,914817.12,795.6652953779496,228461.4779
914464.3291,576173.0703,914464.3291,575436.69,914829.11,821.7791985886614,228461.318
914629.408,576068.7148,914629.408,575459.5,914879.61,658.5922208339199,228460.6687
914798.2035,575962.3273,914798.2035,575483.11,914946.15,501.5350311609159,228459.8594
914965.9703,575845.5909,914965.9703,575505.67,915035.5,346.9590717056302,228458.8305
915126.3244,575724.3045,915126.3244,575523.23,915147.92,202.23086927965562,228457.5967
916943.5063,574845.6827,916943.5063,574934.07,916977.92,94.85050104755594,228438.9649
917999.5831,574453.6208,917999.5831,574697.47,917999.47,243.849226228463,228428.605
918696.8993,573677.7762,918696.8993,573647.85,918701.74,30.315174796274448,229321.9523
918804.4289,573001.3659,918804.4289,573005.5,918639.42,165.06067933346586,229522.0967
918750.0497,572469.1946,918750.0497,572488.64,918595.72,155.54992730068818,229516.0776
918694.8507,571937.54,918694.8507,571946.86,918549.0,146.14817511852473,229509.8487
914108.1328,576375.757,914108.1328,575913.18,913572.53,707.7060408790996,229088.8451
923637.0234,575392.0012,923637.0234,575394.43,923636.93,2.430595194587642,228581.3607
934294.4588,576348.8969,934294.4588,576446.76,934280.55,98.84655309640912,228699.0807
